,Symbol,Name,Market,SecuGroup,Kind,ListingDate,DelistingDate,Reason,ArrantEnforceDate,ArrantEndDate,Industry,ParValue,ListingShares,ToSymbol,ToName
81,029090,대창건설,KOSPI,주권,,1977-11-12,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
82,029080,범화건설,KOSPI,주권,,1978-06-07,1982-05-21,,,,,,,,
83,029120,삼영금속산업,KOSPI,주권,,1977-06-18,1982-05-21,상장폐지유예기간종료,,1982-05-20,,,,,
84,029070,석락산업,KOSPI,주권,,1978-05-19,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
85,029840,세명종합건설,KOSPI,주권,,1978-06-07,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
86,029845,세명종합건설우,KOSPI,주권,,1978-06-07,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
87,029110,우진건설산업,KOSPI,주권,,1977-12-24,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
88,029100,울산실업,KOSPI,주권,,1978-01-30,1982-05-21,은행거래정지,,,,,,,
89,029980,율산실업,KOSPI,주권,,1978-01-30,1982-05-21,상장폐지유예기간종료,1982-05-04,1982-05-20,,,,,
90,029050,서통화학,KOSPI,주권,,1974-03-11,1982-03-31,해산 사유 발생,,,,,,,
91,004205,고려개발우,KOSPI,주권,,1978-10-30,1985-04-22,,,,,,,,
92,001935,효성물산우,KOSPI,주권,,1977-06-30,1984-02-25,,,,,,,,
93,029220,코오롱종합전기,KOSPI,주권,,1976-05-01,1985-12-07,해산 사유 발생,,,,,,,
94,029210,대한석유지주,KOSPI,주권,,1976-08-18,1985-05-25,해산 사유 발생,,,,,,,
95,029200,대농건설,KOSPI,주권,,1977-12-23,1985-03-16,해산 사유 발생,,,,,,,
96,029205,대농건설우,KOSPI,주권,,1977-12-23,1985-03-16,종목별 상장폐지신청,,,,,,,
97,029190,삼미광업개발,KOSPI,주권,,1966-10-04,1985-01-30,해산 사유 발생,,,,,,,
98,028400,미성건설,KOSPI,주권,,1978-07-18,1985-01-20,영업활동정지 6월 계속,1985-01-04,1985-01-19,,,,,
99,028405,미성건설우,KOSPI,주권,,1978-07-18,1985-01-20,영업활동정지 6월 계속,1985-01-04,1985-01-19,,,,,
100,029180,삼양타이어,KOSPI,주권,,1974-03-11,1984-12-22,해산 사유 발생,,,,,,,
101,028390,신동양건설,KOSPI,주권,,1978-09-15,1984-10-06,영업활동정지 6월 계속,1984-09-18,1984-10-05,,,,,
102,028395,신동양건설우,KOSPI,주권,,1978-09-15,1984-10-06,영업활동정지 6월 계속,1984-09-18,1984-10-05,,,,,
103,028380,한국생사,KOSPI,주권,,1978-07-24,1984-10-06,최종부도발생,1984-09-18,1984-10-05,,,,,
104,028385,한국생사우,KOSPI,주권,,1978-07-24,1984-10-06,최종부도발생,1984-09-18,1984-10-05,,,,,
105,029170,부국제강,KOSPI,주권,,1976-05-29,1984-09-14,해산 사유 발생,,,,,,,
106,029160,세방해운,KOSPI,주권,,1975-12-26,1984-07-14,해산 사유 발생,,,,,,,
107,029150,삼보증권,KOSPI,주권,,1975-09-30,1984-01-18,해산 사유 발생,,,,,,,
108,029155,삼보증권우,KOSPI,주권,,1975-09-30,1984-01-18,해산 사유 발생,,,,,,,
109,029155,삼보증권우,KOSPI,주권,,1975-09-30,1984-01-18,종목별 상장폐지신청,,,,,,,
110,008725,삼양중기우,KOSPI,주권,,1976-06-26,1987-09-10,,,,,,,,
111,029250,반도목재,KOSPI,주권,,1976-03-22,1987-06-15,상장폐지유예기간종료,,,,,,,
112,015550,신흥목재,KOSPI,주권,,1977-06-18,1986-10-08,자본전액잠식,1986-09-17,1986-10-07,,,,,
113,028410,동국중기공업,KOSPI,주권,,1975-06-25,1986-09-13,해산 사유 발생,,,,,,,
114,029230,동아콘크리트공업,KOSPI,주권,,1975-12-22,1986-03-29,해산 사유 발생,,,,,,,
115,029240,우창건설,KOSPI,주권,,1976-12-27,1986-03-29,해산 사유 발생,,,,,,,
116,000795,세양선박우,KOSPI,주권,,1977-11-09,1989-03-27,,,,,,,,
117,003455,현대증권우,KOSPI,주권,,1975-09-30,1989-05-30,,,,,,,,
118,028420,삼성반도체통신,KOSPI,주권,,1984-09-05,1988-11-07,해산 사유 발생,,,,,,,
119,028430,한국프라스틱공업,KOSPI,주권,,1976-06-11,1988-06-09,해산 사유 발생,,,,,,,
120,016165,라딕스우,KOSPI,주권,,1989-06-26,1991-04-27,,,,,,,,
121,014905,삼보컴퓨터우,KOSPI,주권,,1989-12-19,1990-09-18,,,,,,,,
122,011965,새한종금우,KOSPI,주권,,1989-10-16,1991-11-16,,,,,,,,
123,034370,럭키소재,KOSPI,주권,,1979-06-23,1991-11-11,해산 사유 발생,,,,,,,
124,028460,태평양건설,KOSPI,주권,,1977-06-09,1991-10-05,영업활동정지 6월 계속,1991-08-28,1991-10-04,,,,,
125,028450,금성투자금융,KOSPI,주권,,1986-08-29,1991-09-02,해산 사유 발생,,,,,,,
126,028440,삼화,KOSPI,주권,,1974-06-12,1991-07-12,감사의견 의견거절,1991-06-05,1991-07-11,,,,,
127,029260,금성전기,KOSPI,주권,,1976-06-29,1991-06-13,해산 사유 발생,,,,,,,
128,002467,화성산업2우,KOSPI,주권,,1990-02-06,1993-04-21,,,,,,,,
129,002465,화성산업우,KOSPI,주권,,1990-01-22,1992-04-21,,,,,,,,
130,028510,기온물산,KOSPI,주권,,1991-02-09,1993-10-16,상장폐지유예기간종료,1993-09-08,1993-10-15,,,,,
131,028500,대도상사,KOSPI,주권,,1989-08-22,1993-06-24,상장폐지유예기간종료,1993-05-19,1993-06-23,,,,,
132,028490,아남정밀,KOSPI,주권,,1989-09-07,1993-05-27,해산 사유 발생,1993-05-15,1993-05-26,,,,,
133,028480,반도스포츠,KOSPI,주권,,1986-08-23,1992-08-19,해산 사유 발생,,,,,,,
134,028470,금성부품,KOSPI,주권,,1989-08-05,1992-06-17,해산 사유 발생,,,,,,,
135,001757,한양증권2우,KOSPI,주권,,1989-10-24,1994-03-30,,,,,,,,
136,002469,화성산업3우,KOSPI,주권,,1991-05-22,1994-04-23,,,,,,,,
137,00246A,화성산업4우,KOSPI,주권,,1992-05-25,1995-04-21,,,,,,,,
138,017070,호승,KOSPI,주권,보통주,1990-03-09,1995-12-08,회사정리절차 폐지 결정,1995-11-03,1995-12-07,,5000.0,1280000.0,,
139,010000,금성계전,KOSPI,주권,보통주,1978-09-29,1995-09-28,해산 사유 발생,,,,5000.0,4800000.0,,
140,007230,금성기전,KOSPI,주권,보통주,1977-05-27,1995-09-28,해산 사유 발생,,,,5000.0,4200000.0,,
141,006900,요업개발,KOSPI,주권,보통주,1991-02-12,1995-07-18,회사정리절차 개시 신청 기각 결정,1995-06-10,1995-07-15,,5000.0,1300000.0,,
142,000730,서울교통,KOSPI,주권,보통주,1969-02-07,1995-05-25,상장폐지유예기간종료,1995-04-18,1995-05-24,,5000.0,75800.0,,
143,006270,금성통신,KOSPI,주권,,1974-07-31,1995-03-23,해산 사유 발생,,,,,,,
144,006275,금성통신우,KOSPI,주권,,1988-07-18,1995-03-23,해산 사유 발생,,,,,,,
145,001100,동양정밀공업,KOSPI,주권,,1973-06-26,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
146,001105,동양정밀공업우,KOSPI,주권,,1989-12-21,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
147,004330,진영산업,KOSPI,주권,,1976-12-28,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
148,009400,케이와이씨,KOSPI,주권,,1988-09-05,1994-12-23,상장폐지유예기간종료,1994-11-18,1994-12-22,,,,,
149,015090,대미실업,KOSPI,주권,,1989-07-28,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
150,003400,삼성신약,KOSPI,주권,,1989-05-31,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
151,004610,성화,KOSPI,주권,,1989-08-25,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
152,018690,신정제지,KOSPI,주권,,1992-01-23,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
153,016260,우단,KOSPI,주권,,1989-11-11,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
154,012050,우진전기,KOSPI,주권,,1989-06-26,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
155,016490,청화상공,KOSPI,주권,,1989-01-31,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
156,004350,한일양행의약품,KOSPI,주권,,1989-08-22,1994-10-13,상장폐지유예기간종료,1994-09-03,1994-10-12,,,,,
157,028640,풍진,KOSPI,주권,,1976-12-28,1994-08-16,해산 사유 발생,,,,,,,
158,028630,삼나스포츠,KOSPI,주권,,1989-11-15,1994-07-18,보통주 주식분포요건 미충족(최대주주등 주식수 80/100이상) 2년 계속,,,,,,,
159,028580,경일화학공업,KOSPI,주권,,1988-01-20,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
160,028600,백산전자,KOSPI,주권,,1988-01-28,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
161,028550,서진식품,KOSPI,주권,,1989-05-30,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
162,028555,서진식품우,KOSPI,주권,,1990-05-22,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
163,012300,신한인터내쇼날,KOSPI,주권,,1989-11-08,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
164,028590,양우화학공업,KOSPI,주권,,1990-09-10,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
165,028570,우생,KOSPI,주권,,1990-09-20,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
166,028620,인성기연,KOSPI,주권,,1989-01-26,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
167,028610,중원전자,KOSPI,주권,,1988-07-28,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
168,028560,케니상사,KOSPI,주권,,1991-02-19,1994-06-13,상장폐지유예기간종료,1994-05-06,1994-06-11,,,,,
169,028540,승리기계제작소,KOSPI,주권,,1991-03-07,1994-04-01,해산 사유 발생,,,,,,,
170,028520,영원통신,KOSPI,주권,,1991-02-09,1994-03-31,회사정리절차 폐지 결정,1994-02-23,1994-03-30,,,,,
171,028530,영태전자공업,KOSPI,주권,,1988-06-18,1994-03-31,은행거래정지,1994-02-23,1994-03-30,,,,,
172,028535,영태전자공업우,KOSPI,주권,,1989-10-31,1994-03-31,은행거래정지,1994-02-23,1994-03-30,,,,,
173,000305,삼선공업(1우),KOSPI,주권,구형우선주,1990-06-15,1997-10-23,,,,,5000.0,1453764.0,,
174,012605,청호컴퓨터(1우),KOSPI,주권,구형우선주,1994-11-22,1996-10-22,,,,,5000.0,54.0,,
175,005015,한국강관(1우),KOSPI,주권,구형우선주,1973-06-29,1996-05-12,,,,,5000.0,18275.0,,
176,006051,국영글라스1신,KOSDAQ,주권,보통주,1997-12-27,1997-12-29,,,,,10000.0,24300.0,006050,국영지앤엠
177,019931,기라정보통신1신,KOSDAQ,주권,보통주,1997-06-11,1997-12-29,,,,,5000.0,108970.0,,
178,004791,기륭전자1신,KOSDAQ,주권,보통주,1997-08-30,1997-12-29,,,,,5000.0,200000.0,,
179,013691,뉴코아1신,KOSDAQ,주권,보통주,1997-08-19,1997-12-29,,,,,5000.0,39408000.0,,
180,024092,대림2신,KOSDAQ,주권,보통주,1997-08-23,1997-12-29,,,,,5000.0,60000.0,024090,디씨엠
181,024093,대림3신,KOSDAQ,주권,보통주,1997-08-23,1997-12-29,,,,,5000.0,220000.0,024090,디씨엠
182,026231,대현테크1신,KOSDAQ,주권,보통주,1997-06-10,1997-12-29,,,,,5000.0,120000.0,,
183,004481,동방전자산업1신,KOSDAQ,주권,보통주,1997-04-28,1997-12-29,,,,,5000.0,46156.0,,
184,024091,디씨엠1신,KOSDAQ,주권,보통주,1997-04-23,1997-12-29,,,,,5000.0,120000.0,024090,디씨엠
185,032621,메디다스1신,KOSDAQ,주권,보통주,1997-05-02,1997-12-29,,,,,5000.0,180000.0,032620,유비케어
186,032581,씨.엔.아이1신,KOSDAQ,주권,보통주,1997-04-22,1997-12-29,,,,,5000.0,49000.0,032580,피델릭스
187,032582,씨.엔.아이2신,KOSDAQ,주권,보통주,1997-04-22,1997-12-29,,,,,5000.0,180000.0,032580,피델릭스
188,031804,씨티아이s전환,KOSDAQ,주권,보통주,1997-04-23,1997-12-29,,,,,500.0,5500510.0,,
189,031314,아이즈비전전환,KOSDAQ,주권,보통주,1997-07-25,1997-12-29,,,,,5000.0,400000.0,031310,아이즈비전
190,013782,아큐텍반도체2,KOSDAQ,주권,보통주,1997-10-10,1997-12-29,,,,,5000.0,40000.0,,
191,032611,에스오케이1신,KOSDAQ,주권,보통주,1997-05-02,1997-12-29,,,,,5000.0,600000.0,,
192,032612,에스오케이2신,KOSDAQ,주권,보통주,1997-05-02,1997-12-29,,,,,5000.0,91920.0,,
193,009781,엠에스씨1신,KOSDAQ,주권,보통주,1997-11-25,1997-12-29,,,,,5000.0,60000.0,009780,엠에스씨
194,026921,영성제강1,KOSDAQ,주권,보통주,1997-08-12,1997-12-29,,,,,5000.0,400000.0,,
195,012461,우영1신,KOSDAQ,주권,보통주,1997-04-25,1997-12-29,,,,,5000.0,80000.0,,
196,030421,인터링크1신,KOSDAQ,주권,보통주,1997-07-04,1997-12-29,,,,,5000.0,80000.0,,
197,017214,코닉스전환,KOSDAQ,주권,보통주,1997-12-11,1997-12-29,,,,,5000.0,60000.0,,
198,006891,태경화학1신,KOSDAQ,주권,보통주,1997-06-05,1997-12-29,,,,,5000.0,291200.0,006890,태경케미컬
199,006892,태경화학2신,KOSDAQ,주권,보통주,1997-10-21,1997-12-29,,,,,5000.0,60000.0,006890,태경케미컬
200,006893,태경화학3신,KOSDAQ,주권,보통주,1997-11-18,1997-12-29,,,,,5000.0,86400.0,006890,태경케미컬
201,026151,특수건설1신,KOSDAQ,주권,보통주,1997-08-06,1997-12-29,,,,,5000.0,140000.0,026150,특수건설
202,010671,하이론코리아1신,KOSDAQ,주권,보통주,1997-04-23,1997-12-29,,,,,5000.0,39690.0,,
203,010672,하이론코리아2신,KOSDAQ,주권,보통주,1997-05-08,1997-12-29,,,,,5000.0,180000.0,,
204,019491,하이트론씨스템즈1신,KOSDAQ,주권,보통주,1997-05-28,1997-12-29,,,,,5000.0,100000.0,019490,엑시큐어하이트론
205,010041,한국내화1신,KOSDAQ,주권,보통주,1997-11-21,1997-12-29,,,,,5000.0,60000.0,010040,한국내화
206,028081,휴맥스1신,KOSDAQ,주권,보통주,1997-04-16,1997-12-29,,,,,5000.0,50000.0,028080,휴맥스홀딩스
207,008410,동방상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,1280000.0,,
208,024820,동부상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,2000000.0,,
209,008160,보람상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,1858000.0,,
210,008170,서은상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,1532000.0,,
211,007990,신중앙상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,,,,5000.0,3000000.0,,
212,023580,한서상호신용금고,KOSDAQ,주권,보통주,1996-07-01,1997-12-06,주식분산기준 미달,1997-12-06,1997-12-06,,5000.0,1107200.0,,
213,002440,미    원,KOSPI,주권,보통주,1970-04-01,1997-11-25,해산 사유 발생,,,,5000.0,8818582.0,,
214,002445,미    원(1우),KOSPI,주권,구형우선주,1990-01-25,1997-11-25,해산 사유 발생,,,,5000.0,1120000.0,,
215,031957,서울시스템2우,KOSDAQ,주권,신형우선주,1997-06-28,1997-11-21,,,,,5000.0,2430.0,,
216,031955,서울시스템우선,KOSDAQ,주권,신형우선주,1996-12-23,1997-11-21,등록취소사유 코드,,,,5000.0,12000.0,,
217,007790,금하방직,KOSPI,주권,보통주,1988-12-24,1997-11-12,회사정리절차 폐지 결정,1997-10-08,1997-11-11,,5000.0,2946000.0,,
218,015920,대림금속공업,KOSDAQ,주권,보통주,1996-07-01,1997-11-08,발행회사 등록취소 요청,,,,5000.0,360000.0,,
219,004600,두산음료,KOSPI,주권,보통주,1975-09-12,1997-10-22,해산 사유 발생,,,,5000.0,1764880.0,,
220,004605,두산음료(1우),KOSPI,주권,구형우선주,1987-08-20,1997-10-22,해산 사유 발생,,,,5000.0,902400.0,,
221,004260,대성자원,KOSPI,주권,보통주,1978-09-23,1997-08-29,해산 사유 발생,,,,5000.0,432000.0,,
222,025910,동방음향,KOSDAQ,주권,보통주,1996-07-01,1997-08-14,등록취소 신청,,,,5000.0,380000.0,,
223,009590,경동,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,2000000.0,,
224,000530,대한제지,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,1200000.0,,
225,003700,비락,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,1000000.0,,
226,000550,삼덕제지,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,288000.0,,
227,003890,삼일공사,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,380000.0,,
228,014270,신림종합건설,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,5000.0,1700000.0,,
229,019230,신한종합비료,KOSDAQ,주권,보통주,1996-07-01,1997-07-10,당좌거래정지 및 거래실적 부진후 2년 경과,,,,5000.0,660000.0,,
230,008051,경북상호신용금고1신,KOSDAQ,주권,보통주,1997-03-31,1997-06-28,,,,,5000.0,27897.0,,
231,031951,서울시스템1신,KOSDAQ,주권,보통주,1997-05-13,1997-06-28,,,,,5000.0,504000.0,,
232,031958,서울시스템2우1신,KOSDAQ,주권,신형우선주,1997-05-13,1997-06-28,,,,,5000.0,2430.0,,
233,031971,엠바이엔1신,KOSDAQ,주권,보통주,1997-01-07,1997-06-28,,,,,5000.0,140000.0,,
234,031972,엠바이엔2신,KOSDAQ,주권,보통주,1997-01-07,1997-06-28,,,,,5000.0,720000.0,,
235,031974,엠바이엔전환,KOSDAQ,주권,보통주,1997-01-07,1997-06-28,,,,,5000.0,240000.0,,
